episode,reward
874,-13361.556007954576
875,-12466.099634590004
876,-12629.303745755456
877,-13095.967716184887
878,-13373.556007954574
879,-12907.404650635104
880,-13260.018168624707
881,-13018.94248996497
882,-12513.765906425595
883,-13213.50555551475
884,-13022.669179777897
885,-13355.556007954576
886,-13381.556007954574
887,-12870.892037525156
888,-12986.429876855016
889,-12819.866811305234
890,-12909.4046506351
891,-12947.917263745068
892,-12667.816358865408
893,-13213.50555551475
894,-12807.866811305239
895,-13351.556007954576
896,-12433.163850842857
897,-12999.549528316455
898,-13136.480329294842
899,-12967.036915206498
900,-12467.253293315633
901,-12830.106114228114
902,-12488.796115414252
903,-12456.979983128556
904,-13020.942489964971
905,-12948.34043438224
906,-12753.080888008202
907,-12935.64395355799
908,-12844.379424415187
909,-13038.942489964975
910,-12939.643953557983
911,-12953.917263745063
912,-13359.556007954576
913,-13132.48032929484
914,-13132.480329294838
915,-12740.84158508532
916,-13246.018168624707
917,-12844.379424415194
918,-13091.967716184881
919,-13055.455103074924
920,-12540.278519535537
921,-12701.871794073988
922,-13282.530781734662
923,-12426.044199381417
924,-13353.556007954576
925,-12880.892037525144
926,-13174.992942404799
927,-13286.530781734662
928,-13179.416113041978
929,-13063.455103074932
930,-13351.556007954576
931,-12984.429876855012
932,-13127.967716184881
933,-12929.404650635106
934,-12951.917263745057
935,-12880.892037525144
936,-12882.892037525144
937,-12446.740680205668
938,-12064.037719743303
939,-13361.556007954576
940,-12609.030435568384
941,-13347.556007954576
942,-12882.892037525144
943,-13240.01816862471
944,-12959.91726374506
945,-12868.89203752515
946,-12455.860331667125
947,-12702.328971975361
948,-13018.94248996497
949,-13345.556007954576
950,-12365.715453985762
951,-13071.455103074924
952,-12878.89203752515
953,-12512.189077062765
954,-13199.505555514752
955,-13284.530781734662
956,-12550.278519535546
957,-13345.043394844619
958,-13211.50555551475
959,-12860.379424415189
960,-12832.379424415187
961,-12639.303745755455
962,-12505.492596238513
963,-12941.917263745067
964,-12949.917263745061
965,-12878.89203752515
966,-12842.379424415192
967,-12940.763605019425
968,-13103.96771618489
969,-12728.841585085322
970,-13302.530781734662
971,-12980.429876855012
972,-12878.89203752515
973,-11309.238837170045
974,-13250.01816862471
975,-13351.556007954576
976,-13363.556007954574
977,-13154.480329294836
978,-12696.328971975372
979,-13174.992942404795
980,-12623.30374575545
981,-12838.3794244152
982,-12799.866811305232
983,-12819.409633403857
984,-13097.967716184885
985,-13357.556007954576
986,-12982.429876855012
987,-12653.816358865412
988,-11953.803399589184
989,-12688.328971975365
990,-13109.96771618489
991,-12563.821341634173
992,-12695.871794073997
993,-13207.505555514754
994,-13174.992942404795
995,-13361.556007954576
996,-12615.30374575545
997,-13357.556007954576
998,-12771.354198195277
999,-12477.253293315647
1000,-13313.043394844619
1001,-13000.429876855014
1002,-12997.549528316462
1003,-12904.892037525151
1004,-13180.9929424048
1005,-12872.892037525144
1006,-13371.556007954574
1007,-13359.556007954576
1008,-12767.354198195279
1009,-13359.556007954576
1010,-12657.816358865413
1011,-13057.455103074928
1012,-12730.841585085325
1013,-13363.556007954576
1014,-13061.455103074935
1015,-12434.010192117237
1016,-12483.676463952814
1017,-12011.67496708347
1018,-12986.429876855014
1019,-12732.841585085325
1020,-12621.30374575546
1021,-13363.556007954574
1022,-13290.530781734662
1023,-13250.018168624707
1024,-12994.429876855018
1025,-12860.618727338071
1026,-13363.556007954576
1027,-13138.480329294838
1028,-12982.429876855012
1029,-13014.246009140712
1030,-12507.76590642558
1031,-12434.740680205683
1032,-13081.455103074934
1033,-12690.328971975372
1034,-12471.253293315633
1035,-13203.50555551475
1036,-12955.917263745056
1037,-12836.379424415198
1038,-12660.239529502594
1039,-12477.253293315644
1040,-13211.50555551475
1041,-12306.929530688729
1042,-12870.892037525147
1043,-13061.455103074926
1044,-12303.536569040225
1045,-13351.556007954576
1046,-13276.530781734662
1047,-13353.556007954576
1048,-13357.556007954576
1049,-12876.892037525153
1050,-12787.170330480985
1051,-13309.043394844619
1052,-13343.556007954576
1053,-13317.04339484462
1054,-13130.480329294838
1055,-13240.018168624707
1056,-13132.480329294838
1057,-12868.892037525151
1058,-13351.556007954576
1059,-12876.892037525144
1060,-13166.992942404793
1061,-13055.87827371211
1062,-13282.530781734662
1063,-13274.530781734662
1064,-13134.480329294838
1065,-13345.556007954576
1066,-13313.043394844619
1067,-13349.556007954576
1068,-12984.429876855014
1069,-13130.480329294838
1070,-12988.429876855016
1071,-13349.556007954576
1072,-13244.018168624707
1073,-13136.480329294838
1074,-13246.018168624707
1075,-12915.40465063511
1076,-13349.556007954576
1077,-13087.967716184881
1078,-13227.32168780045
1079,-13345.556007954576
1080,-13347.556007954576
1081,-13132.480329294838
1082,-13197.50555551475
1083,-13345.556007954576
1084,-13132.480329294838
1085,-13345.556007954576
1086,-13343.556007954576
1087,-13164.992942404797
1088,-13172.992942404793
1089,-13274.530781734662
1090,-13343.556007954576
1091,-13246.018168624707
1092,-13343.556007954576
1093,-13345.556007954576
1094,-13278.530781734662
1095,-13311.043394844619
1096,-13349.556007954576
1097,-13347.556007954576
1098,-13347.556007954576
1099,-13349.556007954576
1100,-13347.556007954576
1101,-13317.043394844619
1102,-13238.018168624707
1103,-13349.556007954576
1104,-13270.530781734662
1105,-13240.01816862471
1106,-13347.556007954576
1107,-13347.556007954576
1108,-13345.556007954576
1109,-13274.530781734662
1110,-13270.530781734662
1111,-13347.556007954576
1112,-13170.992942404793
1113,-13274.530781734662
1114,-13355.556007954576
1115,-13205.50555551475
1116,-13130.480329294838
1117,-13351.556007954576
1118,-13099.967716184881
1119,-13240.018168624707
1120,-13345.556007954576
1121,-13313.043394844619
1122,-13349.556007954576
1123,-13199.50555551475
1124,-13349.556007954576
1125,-13020.942489964973
1126,-13359.556007954576
1127,-13199.50555551475
1128,-13238.01816862471
1129,-13168.992942404793
1130,-13353.556007954576
1131,-13203.50555551475
1132,-13126.480329294838
1133,-13359.556007954576
1134,-12992.429876855012
1135,-13242.018168624707
1136,-13351.556007954576
1137,-13203.50555551475
1138,-13053.455103074924
1139,-13367.556007954576
1140,-13240.018168624709
1141,-13130.480329294838
1142,-13199.50555551475
1143,-13092.390886822071
1144,-13347.556007954576
1145,-13164.992942404795
1146,-13309.043394844619
1147,-13307.043394844619
1148,-12978.429876855022
1149,-13268.018168624707
1150,-13351.556007954576
1151,-13091.967716184881
1152,-13238.018168624707
1153,-13351.556007954576
1154,-13136.480329294844
1155,-13347.556007954576
1156,-13349.556007954576
1157,-13345.556007954576
1158,-13242.018168624707
1159,-13351.556007954576
1160,-13274.530781734662
1161,-13365.556007954576
1162,-13345.556007954576
1163,-13355.556007954576
1164,-13345.556007954576
1165,-13345.556007954576
1166,-13351.556007954576
1167,-13343.043394844619
1168,-13343.556007954576
1169,-13168.992942404793
1170,-13359.556007954576
1171,-13349.556007954576
1172,-12811.866811305246
1173,-13353.556007954576
1174,-13353.556007954576
1175,-13359.556007954576
1176,-13274.530781734662
1177,-13105.967716184883
1178,-13343.556007954576
1179,-13345.556007954576
1180,-13345.556007954576
1181,-13349.556007954576
1182,-13286.530781734662
1183,-13002.429876855012
1184,-13359.556007954576
1185,-13242.018168624707
1186,-13270.530781734662
1187,-13205.50555551475
1188,-13345.556007954576
1189,-13242.018168624707
1190,-13202.992942404795
1191,-13357.556007954576
1192,-13345.556007954576
1193,-13359.556007954576
1194,-13345.556007954576
1195,-13345.556007954576
1196,-13345.556007954576
1197,-13347.556007954576
1198,-13347.556007954576
1199,-13234.018168624707
1200,-13381.556007954576
1201,-13166.992942404797
1202,-13170.992942404795
1203,-13207.50555551475
1204,-13315.043394844619
1205,-13132.480329294838
1206,-13345.556007954576
1207,-13353.556007954576
1208,-13313.043394844619
1209,-12834.379424415198
1210,-13087.967716184887
1211,-13274.530781734662
1212,-13168.992942404795
1213,-13018.942489964971
1214,-13160.992942404793
1215,-13345.556007954576
1216,-13274.530781734662
1217,-13343.556007954576
1218,-13282.530781734662
1219,-13353.556007954576
1220,-13272.530781734662
1221,-13055.455103074932
1222,-13201.50555551475
1223,-13130.480329294842
1224,-13311.04339484462
1225,-13345.556007954576
1226,-13199.50555551475
1227,-13343.556007954576
1228,-13345.556007954576
1229,-13244.018168624707
1230,-13343.556007954576
1231,-13242.018168624707
1232,-13311.043394844619
1233,-13349.556007954576
1234,-13313.043394844619
1235,-13345.556007954576
1236,-13367.556007954576
1237,-13343.556007954576
1238,-13328.530781734662
1239,-13395.556007954574
1240,-13280.530781734662
1241,-13349.556007954576
1242,-13349.556007954576
1243,-13355.556007954576
1244,-13349.556007954576
1245,-13351.556007954576
1246,-13349.556007954576
