episode,reward
935,-13343.556007954576
936,-13353.556007954576
937,-13351.556007954576
938,-13213.50555551475
939,-12730.841585085318
940,-13238.018168624707
941,-13240.018168624707
942,-13238.018168624707
943,-13347.556007954576
944,-12905.4046506351
945,-13055.455103074926
946,-12986.429876855018
947,-13089.967716184885
948,-13017.365660602154
949,-13201.505555514752
950,-13369.556007954576
951,-13345.556007954576
952,-13236.018168624707
953,-13274.530781734662
954,-13345.556007954576
955,-13126.480329294838
956,-13308.530781734664
957,-13166.992942404797
958,-13345.556007954576
959,-13347.556007954576
960,-13160.992942404797
961,-13240.018168624707
962,-12803.866811305237
963,-13349.556007954576
964,-13343.556007954576
965,-13276.530781734662
966,-13315.043394844619
967,-13307.04339484462
968,-13200.992942404795
969,-13389.556007954576
970,-13307.04339484462
971,-13351.556007954576
972,-13349.556007954576
973,-13272.530781734662
974,-13367.556007954576
975,-13055.455103074926
976,-13234.018168624709
977,-13274.530781734662
978,-12686.328971975368
979,-13091.967716184881
980,-13365.556007954576
981,-13016.94248996497
982,-13124.480329294838
983,-13132.480329294838
984,-13172.992942404793
985,-13101.967716184881
986,-13199.505555514752
987,-13066.574754536372
988,-13288.530781734662
989,-13345.556007954576
990,-13343.556007954576
991,-13162.992942404799
992,-13353.556007954576
993,-13142.480329294836
994,-13373.556007954574
995,-12988.429876855012
996,-13091.967716184883
997,-13197.50555551475
998,-13126.480329294845
999,-13234.018168624707
1000,-13091.967716184883
1001,-13276.530781734662
1002,-13234.018168624707
1003,-13274.530781734662
1004,-13343.556007954576
1005,-12765.354198195279
1006,-12856.195556700888
1007,-13091.967716184881
1008,-13065.455103074926
1009,-13168.992942404797
1010,-13391.556007954576
1011,-12623.303745755455
1012,-13309.043394844619
1013,-13349.556007954576
1014,-13345.556007954576
1015,-13209.50555551475
1016,-13055.455103074928
1017,-13053.455103074928
1018,-13048.758622250674
1019,-13343.556007954576
1020,-13162.9929424048
1021,-13347.556007954576
1022,-12845.49907587664
1023,-13363.556007954576
1024,-13022.942489964971
1025,-13351.556007954576
1026,-13274.530781734662
1027,-13248.018168624707
1028,-13351.556007954576
1029,-13089.967716184881
1030,-13311.043394844619
1031,-12945.917263745057
1032,-13355.556007954576
1033,-12996.429876855012
1034,-13345.556007954576
1035,-13347.556007954576
1036,-13361.556007954576
1037,-13355.556007954576
1038,-13172.992942404795
1039,-13347.556007954576
1040,-12982.429876855018
1041,-13343.556007954576
1042,-13057.455103074924
1043,-13093.967716184889
1044,-13276.530781734662
1045,-13347.556007954576
1046,-13353.556007954576
1047,-13087.455103074932
1048,-12763.354198195275
1049,-13349.556007954576
1050,-13345.556007954576
1051,-13221.505555514754
1052,-12916.947472733727
1053,-13130.480329294842
1054,-13238.018168624707
1055,-13170.992942404793
1056,-13347.556007954576
1057,-13020.94248996498
1058,-12486.79611541425
1059,-13343.556007954576
1060,-13353.556007954576
1061,-13361.556007954576
1062,-13347.556007954576
1063,-13349.556007954576
1064,-13351.556007954576
1065,-13124.480329294838
1066,-13345.556007954576
1067,-13059.455103074926
1068,-12801.86681130524
1069,-13393.556007954576
1070,-13130.480329294838
1071,-12910.011688986586
1072,-13144.48032929484
1073,-13347.556007954576
1074,-13099.967716184881
1075,-12982.429876855012
1076,-12969.73339603076
1077,-13164.992942404799
1078,-13236.018168624707
1079,-13087.967716184881
1080,-13313.04339484462
1081,-12774.897020293902
1082,-13288.530781734662
1083,-13229.32168780045
1084,-13274.530781734662
1085,-13274.530781734662
1086,-13132.480329294838
1087,-12931.220782920798
1088,-13160.9929424048
1089,-13353.556007954576
1090,-13231.32168780045
1091,-13309.043394844619
1092,-13349.556007954576
1093,-12686.328971975376
1094,-12921.404650635104
1095,-12876.892037525144
1096,-13209.50555551475
1097,-13349.556007954576
1098,-13393.556007954574
1099,-13280.530781734662
1100,-13353.556007954576
1101,-13205.50555551475
1102,-13142.480329294836
1103,-13347.556007954576
1104,-13242.018168624707
1105,-13220.625206976192
1106,-13343.556007954576
1107,-13343.556007954576
1108,-13260.01816862471
1109,-13234.01816862471
1110,-13353.556007954576
1111,-13244.018168624707
1112,-13349.556007954576
1113,-13383.556007954576
1114,-12812.986462766683
1115,-13093.967716184881
1116,-13246.018168624707
1117,-13347.556007954576
1118,-13236.018168624707
1119,-12992.429876855018
1120,-13272.530781734662
1121,-13022.942489964973
1122,-13160.992942404793
1123,-13209.50555551475
1124,-13195.928726151935
1125,-13166.992942404795
1126,-13345.556007954576
1127,-13205.50555551475
1128,-13085.455103074924
1129,-13367.556007954576
1130,-13349.556007954576
1131,-13136.480329294838
1132,-13126.480329294842
1133,-13244.018168624707
1134,-13282.530781734662
1135,-13134.480329294838
1136,-13355.556007954576
1137,-13351.556007954576
1138,-13345.556007954576
1139,-13003.549528316456
1140,-13349.556007954576
1141,-13250.018168624707
1142,-13345.556007954576
1143,-12982.429876855018
1144,-13393.556007954576
1145,-13319.043394844619
1146,-13218.625206976192
1147,-12941.917263745061
1148,-13357.556007954576
1149,-13160.992942404793
1150,-13355.556007954576
1151,-12943.917263745057
1152,-13201.505555514752
1153,-13347.556007954576
1154,-13280.530781734662
1155,-13309.043394844619
1156,-13203.505555514754
1157,-13298.530781734664
1158,-13238.018168624707
1159,-13343.556007954576
1160,-13343.556007954576
1161,-13349.556007954576
1162,-13059.455103074924
1163,-13203.505555514752
1164,-13347.556007954576
1165,-12992.429876855012
1166,-13351.556007954576
1167,-13203.928726151935
1168,-13351.556007954576
1169,-13238.01816862471
1170,-12945.917263745056
1171,-13093.967716184889
1172,-12993.549528316455
1173,-13213.505555514752
1174,-13055.455103074926
1175,-13136.48032929484
1176,-13272.530781734662
1177,-13317.043394844619
1178,-13351.556007954576
1179,-12479.219286051453
1180,-13296.530781734662
1181,-12840.379424415196
1182,-12980.429876855012
1183,-13136.480329294845
1184,-13359.556007954576
1185,-13274.530781734666
1186,-13274.530781734662
1187,-13317.043394844619
1188,-13278.530781734662
1189,-13282.530781734662
1190,-13087.967716184881
1191,-13272.530781734666
1192,-12984.42987685502
1193,-12774.473849656724
1194,-13160.992942404793
1195,-12870.892037525144
1196,-13022.942489964977
1197,-13385.556007954576
1198,-13349.556007954576
1199,-13242.018168624709
1200,-12947.917263745056
1201,-13355.556007954576
1202,-13367.556007954576
1203,-13115.78384847058
1204,-13250.018168624707
1205,-13126.480329294838
1206,-13124.480329294838
1207,-13349.556007954576
1208,-13205.50555551475
1209,-12795.866811305234
1210,-13315.043394844619
1211,-13345.556007954576
1212,-12737.961236546762
1213,-13020.942489964977
1214,-13327.043394844619
1215,-13355.556007954576
1216,-13209.50555551475
1217,-13345.556007954576
1218,-13091.967716184881
1219,-13353.556007954576
1220,-13089.967716184881
1221,-13163.599980756278
1222,-13345.556007954576
1223,-13347.556007954576
1224,-13092.390886822066
1225,-13238.018168624707
1226,-13240.018168624707
1227,-13276.530781734662
1228,-13102.390886822066
1229,-13146.480329294836
1230,-13343.556007954576
1231,-13134.480329294842
1232,-13178.992942404793
1233,-13345.556007954576
1234,-13288.530781734662
1235,-13274.530781734662
1236,-13270.530781734666
1237,-13351.556007954576
1238,-13210.625206976192
1239,-13274.530781734662
1240,-13343.556007954576
1241,-13347.556007954576
1242,-13093.967716184883
1243,-13254.018168624705
1244,-13168.992942404793
1245,-13128.480329294838
1246,-13317.043394844619
